Review,Liked,Kitchen
The food was terrible.,0,ARC KITCHEN
The seasonal fruit was fresh white peach puree.,1,ARC KITCHEN
It kept getting worse and worse so now I'm officially done.,0,ARC KITCHEN
This place should honestly be blown up.,0,ARC KITCHEN
But I definitely would not eat here again.,0,ARC KITCHEN
Do not waste your money here!,0,ARC KITCHEN
I love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes.,1,ARC KITCHEN
The crêpe was delicate and thin and moist.,1,ARC KITCHEN
Awful service.,0,ARC KITCHEN
Won't ever go here again.,0,ARC KITCHEN
Food quality has been horrible.,0,ARC KITCHEN
For that price I can think of a few place I would have much rather gone.,0,ARC KITCHEN
The service here is fair at best.,0,ARC KITCHEN
"I do love sushi, but I found Kabuki to be over-priced, over-hip and under-services.",0,ARC KITCHEN
Do yourself a favor and stay away from this dish.,0,LOVERS KITCHEN
Very poor service.,0,LOVERS KITCHEN
No one at the table thought the food was above average or worth the wait that we had for it.,0,LOVERS KITCHEN
"Best service and food ever, Maria our server was so good and friendly she made our day.",1,LOVERS KITCHEN
They were excellent.,1,LOVERS KITCHEN
I paid the bill but did not tip because I felt the server did a terrible job.,0,LOVERS KITCHEN
Just had lunch here and had a great experience.,1,LOVERS KITCHEN
I have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor.,0,LOVERS KITCHEN
Food is way overpriced and portions are fucking small.,0,LOVERS KITCHEN
I recently tried Caballero's and I have been back every week since!,1,LOVERS KITCHEN
"for 40 bucks a head, i really expect better food.",0,LOVERS KITCHEN
The food came out at a good pace.,1,LOVERS KITCHEN
"I ate there twice on my last visit, and especially enjoyed the salmon salad.",1,LOVERS KITCHEN
I won't be back.,0,LOVERS KITCHEN
We could not believe how dirty the oysters were!,0,LOVERS KITCHEN
This place deserves no stars.,0,LOVERS KITCHEN
I would not recommend this place.,0,LOVERS KITCHEN
"In fact I'm going to round up to 4 stars, just because she was so awesome.",1,LOVERS KITCHEN
"To my disbelief, each dish qualified as the worst version of these foods I have ever tasted.",0,LOVERS KITCHEN
"Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!",0,LOVERS KITCHEN
the potatoes were great and so was the biscuit.,1,LOVERS KITCHEN
I probably would not go here again.,0,LOVERS KITCHEN
So flavorful and has just the perfect amount of heat.,1,LOVERS KITCHEN
The price is reasonable and the service is great.,1,LOVERS KITCHEN
"The Wife hated her meal (coconut shrimp), and our friends really did not enjoy their meals, either.",0,LOVERS KITCHEN
My fella got the huevos rancheros and they didn't look too appealing.,0,LOVERS KITCHEN
"Went in for happy hour, great list of wines.",1,LOVERS KITCHEN
Some may say this buffet is pricey but I think you get what you pay for and this place you are getting quite a lot!,1,LOVERS KITCHEN
I probably won't be coming back here.,0,LOVERS KITCHEN
Worst food/service I've had in a while.,0,LOVERS KITCHEN
"This place is pretty good, nice little vibe in the restaurant.",1,LOVERS KITCHEN
Talk about great customer service of course we will be back.,1,LOVERS KITCHEN
"Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.",0,LOVERS KITCHEN
I love their fries and their beans.,1,LOVERS KITCHEN
Always a pleasure dealing with him.,1,LOVERS KITCHEN
"They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.",1,LOVERS KITCHEN
This place is awesome if you want something light and healthy during the summer.,1,LOVERS KITCHEN
"For sushi on the Strip, this is the place to go.",1,LOVERS KITCHEN
"The service was great, even the manager came and helped with our table.",1,LOVERS KITCHEN
The feel of the dining room was more college cooking course than high class dining and the service was slow at best.,0,LOVERS KITCHEN
"I started this review with two stars, but I'm editing it to give it only one.",0,LOVERS KITCHEN
this is the worst sushi i have ever eat besides Costco's.,0,LOVERS KITCHEN
"All in all an excellent restaurant highlighted by great service, a unique menu, and a beautiful setting.",1,LOVERS KITCHEN
My boyfriend and i sat at the bar and had a completely delightful experience.,1,LOVERS KITCHEN
Weird vibe from owners.,0,LOVERS KITCHEN
There was hardly any meat.,0,LOVERS KITCHEN
I've had better bagels from the grocery store.,0,LOVERS KITCHEN
Go To Place for Gyros.,1,LOVERS KITCHEN
"I love the owner/chef, his one authentic Japanese cool dude!",1,LOVERS KITCHEN
"Now the burgers aren't as good, the pizza which used to be amazing is doughy and flavorless.",0,LOVERS KITCHEN
I found a six inch long piece of wire in my salsa.,0,LOVERS KITCHEN
"The service was terrible, food was mediocre.",0,LOVERS KITCHEN
We definately enjoyed ourselves.,1,LOVERS KITCHEN
I ordered Albondigas soup - which was just warm - and tasted like tomato soup with frozen meatballs.,0,LOVERS KITCHEN
"On three different occasions I asked for well done or medium well, and all three times I got the bloodiest piece of meat on my plate.",0,LOVERS KITCHEN
I had about two bites and refused to eat anymore.,0,LOVERS KITCHEN
The service was extremely slow.,0,LOVERS KITCHEN
"After 20 minutes wait, I got a table.",0,LOVERS KITCHEN
Seriously killer hot chai latte.,1,LOVERS KITCHEN
"No allergy warnings on the menu, and the waitress had absolutely no clue as to which meals did or did not contain peanuts.",0,LOVERS KITCHEN
My boyfriend tried the Mediterranean Chicken Salad and fell in love.,1,LOVERS KITCHEN
Their rotating beers on tap is also a highlight of this place.,1,LOVERS KITCHEN
Pricing is a bit of a concern at Mellow Mushroom.,0,LOVERS KITCHEN
Worst Thai ever.,0,LOVERS KITCHEN
If you stay in Vegas you must get breakfast here at least once.,1,LOVERS KITCHEN
I want to first say our server was great and we had perfect service.,1,LOVERS KITCHEN
The pizza selections are good.,1,LOVERS KITCHEN
"I had strawberry tea, which was good.",1,LOVERS KITCHEN
Highly unprofessional and rude to a loyal patron!,0,LOVERS KITCHEN
"Overall, a great experience.",1,LOVERS KITCHEN
Spend your money elsewhere.,0,LOVERS KITCHEN
Their regular toasted bread was equally satisfying with the occasional pats of butter... Mmmm...!,1,LOVERS KITCHEN
The Buffet at Bellagio was far from what I anticipated.,0,LOVERS KITCHEN
"And the drinks are WEAK, people!",0,LOVERS KITCHEN
#NAME?,0,LOVERS KITCHEN
"Also, I feel like the chips are bought, not made in house.",0,LOVERS KITCHEN
After the disappointing dinner we went elsewhere for dessert.,0,LOVERS KITCHEN
The chips and sals a here is amazing!!!!!!!!!!!!!!!!!!!,1,LOVERS KITCHEN
We won't be returning.,0,LOVERS KITCHEN
This is my new fav Vegas buffet spot.,1,LOVERS KITCHEN
I seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off.,0,LOVERS KITCHEN
"Very, very sad.",0,LOVERS KITCHEN
"i felt insulted and disrespected, how could you talk and judge another human being like that?",0,LOVERS KITCHEN
"How can you call yourself a steakhouse if you can't properly cook a steak, I don't understand!",0,LOVERS KITCHEN
I'm not impressed with the concept or the food.,0,LOVERS KITCHEN
The only thing I wasn't too crazy about was their guacamole as I don't like it puréed.,0,LOVERS KITCHEN
"There is really nothing for me at postinos, hope your experience is better",0,LOVERS KITCHEN
I got food poisoning here at the buffet.,0,LOVERS KITCHEN
They brought a fresh batch of fries and I was thinking yay something warm but no!,0,LOVERS KITCHEN
"What SHOULD have been a hilarious, yummy Christmas Eve dinner to remember was the biggest fail of the entire trip for us.",0,LOVERS KITCHEN
"Needless to say, I won't be going back anytime soon.",0,LOVERS KITCHEN
This place is disgusting!,0,LOVERS KITCHEN
"Every time I eat here, I see caring teamwork to a professional degree.",1,LOVERS KITCHEN
The RI style calamari was a joke.,0,LOVERS KITCHEN
"However, there was so much garlic in the fondue, it was barely edible.",0,LOVERS KITCHEN
"I could barely stomach the meal, but didn't complain because it was a business lunch.",0,LOVERS KITCHEN
"It was so bad, I had lost the heart to finish it.",0,LOVERS KITCHEN
It also took her forever to bring us the check when we asked for it.,0,LOVERS KITCHEN
We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!,0,LOVERS KITCHEN
Disappointing experience.,0,LOVERS KITCHEN
"The food is about on par with Denny's, which is to say, not good at all.",0,LOVERS KITCHEN
"If you want to wait for mediocre food and downright terrible service, then this is the place for you.",0,LOVERS KITCHEN
WAAAAAAyyyyyyyyyy over rated is all I am saying.,0,LOVERS KITCHEN
We won't be going back.,0,LOVERS KITCHEN
The place was fairly clean but the food simply wasn't worth it.,0,LOVERS KITCHEN
This place lacked style!!,0,LOVERS KITCHEN
"The sangria was about half of a glass wine full and was $12, ridiculous.",0,LOVERS KITCHEN
Don't bother coming here.,0,LOVERS KITCHEN
"The meat was pretty dry, I had the sliced brisket and pulled pork.",0,LOVERS KITCHEN
"The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.",0,LOVERS KITCHEN
It was equally awful.,0,LOVERS KITCHEN
Probably not in a hurry to go back.,0,LOVERS KITCHEN
very slow at seating even with reservation.,0,LOVERS KITCHEN
Not good by any stretch of the imagination.,0,LOVERS KITCHEN
The cashew cream sauce was bland and the vegetables were undercooked.,0,LOVERS KITCHEN
"The chipolte ranch dipping sause was tasteless, seemed thin and watered down with no heat.",0,LOVERS KITCHEN
"It was a bit too sweet, not really spicy enough, and lacked flavor.",0,LOVERS KITCHEN
I was VERY disappointed!!,0,LOVERS KITCHEN
This place is horrible and way overpriced.,0,LOVERS KITCHEN
"Maybe it's just their Vegetarian fare, but I've been twice and I thought it was average at best.",0,LOVERS KITCHEN
It wasn't busy at all and now we know why.,0,LOVERS KITCHEN
The tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu.,0,LOVERS KITCHEN
"The ambiance here did not feel like a buffet setting, but more of a douchey indoor garden for tea and biscuits.",0,LOVERS KITCHEN
Con: spotty service.,0,LOVERS KITCHEN
"The fries were not hot, and neither was my burger.",0,LOVERS KITCHEN
But then they came back cold.,0,LOVERS KITCHEN
"Then our food came out, disappointment ensued.",0,LOVERS KITCHEN
The real disappointment was our waiter.,0,LOVERS KITCHEN
My husband said she was very rude... did not even apologize for the bad food or anything.,0,LOVERS KITCHEN
The only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach.,0,SHIVA KITCHEN
"Insults, profound deuchebaggery, and had to go outside for a smoke break while serving just to solidify it.",0,SHIVA KITCHEN
If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?,0,SHIVA KITCHEN
She was quite disappointed although some blame needs to be placed at her door.,0,SHIVA KITCHEN
After all the rave reviews I couldn't wait to eat here......what a disappointment!,0,SHIVA KITCHEN
Del Taco is pretty nasty and should be avoided if possible.,0,SHIVA KITCHEN
It's NOT hard to make a decent hamburger.,0,SHIVA KITCHEN
But I don't like it.,0,SHIVA KITCHEN
Hell no will I go back,0,SHIVA KITCHEN
We've have gotten a much better service from the pizza place next door than the services we received from this restaurant.,0,SHIVA KITCHEN
"I don't know what the big deal is about this place, but I won't be back ""ya'all"".",0,SHIVA KITCHEN
I immediately said I wanted to talk to the manager but I did not want to talk to the guy who was doing shots of fireball behind the bar.,0,SHIVA KITCHEN
The ambiance isn't much better.,0,SHIVA KITCHEN
"Unfortunately, it only set us up for disapppointment with our entrees.",0,SHIVA KITCHEN
The food wasn't good.,0,SHIVA KITCHEN
"Your servers suck, wait, correction, our server Heimer sucked.",0,SHIVA KITCHEN
What happened next was pretty....off putting.,0,SHIVA KITCHEN
"too bad cause I know it's family owned, I really wanted to like this place.",0,SHIVA KITCHEN
Overpriced for what you are getting.,0,SHIVA KITCHEN
I vomited in the bathroom mid lunch.,0,SHIVA KITCHEN
"I kept looking at the time and it had soon become 35 minutes, yet still no food.",0,SHIVA KITCHEN
"I have been to very few places to eat that under no circumstances would I ever return to, and this tops the list.",0,SHIVA KITCHEN
We started with the tuna sashimi which was brownish in color and obviously wasn't fresh.,0,SHIVA KITCHEN
Food was below average.,0,SHIVA KITCHEN
It sure does beat the nachos at the movies but I would expect a little bit more coming from a restaurant.,0,SHIVA KITCHEN
"All in all, Ha Long Bay was a bit of a flop.",0,SHIVA KITCHEN
The problem I have is that they charge $11.99 for a sandwich that is no bigger than a Subway sub (which offers better and more amount of vegetables).,0,SHIVA KITCHEN
Shrimp- When I unwrapped it (I live only 1/2 a mile from Brushfire) it was literally ice cold.,0,SHIVA KITCHEN
"It lacked flavor, seemed undercooked, and dry.",0,SHIVA KITCHEN
It really is impressive that the place hasn't closed down.,0,SHIVA KITCHEN
I would avoid this place if you are staying in the Mirage.,0,SHIVA KITCHEN
The refried beans that came with my meal were dried out and crusty and the food was bland.,0,SHIVA KITCHEN
Spend your money and time some place else.,0,SHIVA KITCHEN
A lady at the table next to us found a live green caterpillar In her salad.,0,SHIVA KITCHEN
the presentation of the food was awful.,0,SHIVA KITCHEN
I can't tell you how disappointed I was.,0,SHIVA KITCHEN
I think food should have flavor and texture and both were lacking.,0,SHIVA KITCHEN
Appetite instantly gone.,0,SHIVA KITCHEN
Overall I was not impressed and would not go back.,0,SHIVA KITCHEN
"The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.",0,SHIVA KITCHEN
"Then, as if I hadn't wasted enough of my life there, they poured salt in the wound by drawing out the time it took to bring the check.",0,SHIVA KITCHEN
